,State_x,State Abbreviation,Paid sick leave,Medicaid Expansion,Population density per square miles,Population 2018,Square Miles,Number Homeless (2019),Percent Unemployed (2018),Percent living under the federal poverty line (2018),Percent at risk for serious illness due to COVID,All-cause deaths 2018,Closed day cares,Closed non-essential businesses,State of emergency,Stay at home/ shelter in place,Religious Gatherings Exempt Without Clear Social Distance Mandate*,End/relax stay at home/shelter in place,Began to reopen businesses statewide,Reopen restaurants,Initially reopen restaurants for outdoor dining only,Reopened gyms,Reopened movie theaters,Reopened hair salons/barber shops,Reopen non-essential construction,Reopen Religious gatherings,Reopen non-essential retail,Reopen bars,Reopen Childcare,Resumed elective medical procedures,Mandate face mask use by all individuals in public spaces,Face mask mandate enforced by fines,Face mask mandate enforced by criminal charge/citation,Mandate face mask use by employees in public-facing businesses,Mandate quarantine for those entering the state from specific states,Mandate quarantine for all individuals entering the state from another state,Allow restaurants to sell takeout alcohol ,Stop Initiation of Evictions overall or due to COVID related issues,Stop enforcement of evictions overall or due to COVID related issues,Renter grace period or use of security deposit to pay rent,Order freezing utility shut offs,Froze mortgage payments,Lift Eviction Moratorium,"Prior to pandemic, no state unemployment waiting period; or date waiting period waived not found",Waived one week waiting period for unemployment insurance,Waive work search requirement for unemployment insurance,Expand eligibility of unemployment insurance to anyonewho is quarantined and/or taking care of someone who is quarantined,Expand eligibility to high-risk individuals in preventative quarantine,Expand eligibility of unemployment insurance to those who have lost childcare/school closures,Extend the amount of time an individual can be on unemployment insurance,Weekly unemployment insurance maximum amount (dollars),"Weekly unemployment insurance maximum amount with extra stimulus (through July 21, 2020) (dollars)",Unemployment insurance maximum duration (weeks),Unemployment insurance maximum duration with Pandemic Emergency Unemployment Compensation CARES extension (weeks),SNAP Waiver-Emergency Allotments to Current SNAP Households,SNAP Waiver-Pandemic EBT,SNAP Waiver-Temporary Suspension of Claims Collection,2020 Q1 SNAP ABAWD Time Limit Waiver,Modify Medicaid requirements with 1135 waivers (date of CMS approval),Reopened ACA enrollment using a special enrollment period,State previously allowed audio-only telehealth,Allow audio-only telehealth,Allow/expand Medicaid telehealth coverage,Stopped personal visitation in state prisons,Stopped in-person attorney visits in state prisons,Waived COVID/respiratory illness-related copays during pandemic for incarcerated individuals,Waived all copays during pandemic for incarcerated individuals,Cases_Total,Deaths_Total,Cases_White_percent,Cases_Black_percent,Cases_LatinX_percent,Cases_Asian_percent,Cases_AIAN_percent,Cases_NHPI_percent,Cases_Multiracial_percent,Cases_Other_percent,Cases_Unknown_percent,Deaths_White_percent,Deaths_Black_percent,DeathsDeaths_LatinX_percent,Deaths_Asian_percent,Deaths_AIAN_percent,Deaths_NHPI_percent,Deaths_Multiracial_percent,Deaths_Other_percent,Deaths_Unknown_percent,Cases_Total_percent,Deaths_Total_percent,homeles_percent,All-cause deaths 2018_percent,FIPS_CODE,EmployerInsuranceonly-Pop<19,EmployerInsuranceonly-Pop19-34,EmployerInsuranceonly-Pop35-64,EmployerInsuranceonly-Pop65+,DirectPurchaseonly-Pop<19,DirectPurchaseonly-Pop19-34,DirectPurchaseonly-Pop35-64,DirectPurchaseonly-Pop65+,Medicareonly-Pop<19,Medicareonly-Pop19-34,Medicareonly-Pop35-64,Medicareonly-Pop65+,Medicaidonly-Pop<19,Medicaidonly-Pop19-34,Medicaidonly-Pop35-64,Medicaidonly-Pop65+,TRICARE/Militaryonly:-Pop<19,TRICARE/Militaryonly:-Pop19-34,TRICARE/Militaryonly:-Pop35-64,TRICARE/Militaryonly:-Pop65+,VAHealthCareonly-Pop<19,VAHealthCareonly-Pop19-34,VAHealthCareonly-Pop35-64,VAHealthCareonly-Pop65+,2ormoreInsurance-Pop<19,2ormoreInsurance-Pop19-34,2ormoreInsurance-Pop35-64,2ormoreInsurance-Pop65+,PopulationwithnoHealthInsuranceAges-0-18,PopulationwithnoHealthInsuranceAges-19-34,PopulationwithnoHealthInsuranceAges-35-64,PopulationwithnoHealthInsuranceAges-Age65+,CiviliannoninstitutionalizedpopulationwithHealthCoverage,TotalCivilianNoninstitutionalizedPopulation-Withhealthinsurancecoverage,TotalCivilianNoninstitutionalizedPopulation-Withprivatehealthinsurance,TotalCivilianNoninstitutionalizedPopulation-Withpubliccoverage,TotalCivilianNoninstitutionalizedPopulation-Nohealthinsurancecoverage,Civiliannoninstitutionalizedpopulationunder19years,TotalCivilianNoninstitutionalizedPopulationunder19yrs-Nohealthinsurancecoverage,PercentofPopulationwithNoHealthInsuranceCoverage,Totalhouseholds,TotalHouseholdswithacomputer,TotalHouseholdswithabroadbandInternetsubscription,PercentofHouseholdswithInternetAtHome,EnglishOnly-Pop5-17,EnglishOnly-Pop18-64,EnglishOnly-Pop65+,"LanguageSpokenatHomebyAge-Spanish-SpeakEnglish""lessthanverywell""5andover","LanguageSpokenatHomebyAge-OtherIndo-European-SpeakEnglish""lessthanverywell""5andover","LanguageSpokenatHomebyAge-AsianPacificIslands-SpeakEnglish""lessthanverywell""5andover","LanguageSpokenatHomebyAge-OtherLanguages-SpeakEnglish""lessthanverywell""5andover",LanguageSpokenatHome-Spanish(LimitedEnglishHHs/allLimitedEnglishHHs),LanguageSpokenatHome-OtherIndo-European(LimitedEnglishHHs/allLimitedEnglishHHs),LanguageSpokenatHome-AsianandPacificIsland(LimitedEnglishHHs/allLimitedEnglishHHs),LanguageSpokenatHome-Other(LimitedEnglishHHs/allLimitedEnglishHHs),EnglishOnly-Total,Spanish-Pop5-17,Spanish-Pop18-64,Spanish-Pop65+,Spanish-Total,Spanish-SpeakEnglishverywell-Pop5-17,Spanish-SpeakEnglishverywell-Pop18-64,Spanish-SpeakEnglishverywell-Pop65+,Spanish-SpeakEnglishverywell-Total,Spanish-Englishlessthanverywell-Pop5-17,Spanish-Englishlessthanverywell-Pop18-64,Spanish-Englishlessthanverywell-Pop65+,Spanish-Englishlessthanverywell-Total,OtherIndo-European-Pop5-17,OtherIndo-European-Pop18-64,OtherIndo-European-Pop65+,OtherIndo-European-Total,OtherIndo-European-SpeakEnglishverywell-Pop5-17,OtherIndo-European-SpeakEnglishverywell-Pop18-64,OtherIndo-European-SpeakEnglishverywell-Pop65+,OtherIndo-European-SpeakEnglishverywell-Total,OtherIndo-European-Englishlessthanverywell-Pop5-17,OtherIndo-European-Englishlessthanverywell-Pop18-64,OtherIndo-European-Englishlessthanverywell-Pop65+,OtherIndo-European-Englishlessthanverywell-Total,Asian-PacificIsland-Pop5-17,Asian-PacificIsland-Pop18-64,Asian-PacificIsland-Pop65+,Asian-PacificIsland-Total,Asian-PacificIsland-SpeakEnglishverywell-Pop5-17,Asian-PacificIsland-SpeakEnglishverywell-Pop18-64,Asian-PacificIsland-SpeakEnglishverywell-Pop65+,Asian-PacificIsland-SpeakEnglishverywell-Total,Asian-PacificIsland-Englishlessthanverywell-Pop5-17,Asian-PacificIsland-Englishlessthanverywell-Pop18-64,Asian-PacificIsland-Englishlessthanverywell-Pop65+,Asian-PacificIsland-Englishlessthanverywell-Total,OtherLanguages-Pop5-17,OtherLanguages-Pop18-64,OtherLanguages-Pop65+,OtherLanguages-Total,OtherLanguages-SpeakEnglishverywell-Pop5-17,OtherLanguages-SpeakEnglishverywell-Pop18-64,OtherLanguages-SpeakEnglishverywell-Pop65+,OtherLanguages-SpeakEnglishverywell-Total,OtherLanguages-Englishlessthanverywell-Pop5-17,OtherLanguages-Englishlessthanverywell-Pop18-64,OtherLanguages-Englishlessthanverywell-Pop65+,OtherLanguages-Englishlessthanverywell-Total,PercentofHouseholdswithLimitedEnglishSpeakingStatus,TotalHouseholdsBelowthePovertyLevel,Households:IncomeBelowPovertyLevel(%),PopulationforwhomPovertyStatusisDetermined,IncometoPovertyRatio<0.50,IncometoPovertyRatio0.50-0.99,IncometoPovertyRatio1.00-1.24,IncometoPovertyRatio1.25-1.49,IncometoPovertyRatio1.50-1.84,IncometoPovertyRatio1.85-1.99,IncometoPovertyRatio2.00+,AllHouseholdsBelowPovertyLevel,AllHouseholdsAbovePovertyLevel,Married-CoupleFamilyHouseholdsBelowPovertyLevel,Married-CoupleFamilyHouseholdsAbovePovertyLevel,OtherFamiliesHHldsw/MaleHouseholderwithnowifepresentBelowPovertyLevel,OtherFamiliesHHldsw/MaleHouseholderwithnowifepresentAbovePovertyLevel,OtherFamiliesHhldsw/FemaleHouseholderwithnohusbandpresentBelowPovertyLevel,OtherFamiliesHhldsw/FemaleHouseholderwithnohusbandpresentAbovePovertyLevel,NonFamilyHhldsw/MaleHouseholderBelowPovertyLevel,NonFamilyHhldsw/MaleHouseholderAbovePovertyLevel,NonFamilyHhldsw/FemaleHouseholderBelowPovertyLevel,NonFamilyHhldsw/FemaleHouseholderAbovePovertyLevel,Percentageoffamilieswhoseincomeinthepast12monthsisbelowthepovertylevelwithfemalehouseholdernohusbandpresent)-Withrelatedchildrenofthehouseholderunder18years,Percentageoffamilieswhoseincomeinthepast12monthsisbelowthepovertylevelwithfemalehouseholdernohusbandpresent)-Withrelatedchildrenofthehouseholderunder5years,Percentageofpeoplewhoseincomeinthepast12monthsisbelowthepovertylevel,Percentageofpeoplewhoseincomeinthepast12monthsisbelowthepovertylevel-Relatedchildrenofthehouseholderunder5years,Percentageofpeoplewhoseincomeinthepast12monthsisbelowthepovertylevel-65yearsandover,TotalMarried-CoupleFamilyHouseholds,TotalOtherFamiliesHHldsw/MaleHouseholder,TotalOtherFamiliesHhldsw/FemaleHousehiolder
17,Kentucky,KY,0,1,110.58,4468402,40408.0,4079,5.2,16.9,43.6,48707,17.0,20.0,2020-03-06,0.0,0,0.0,66.0,77.0,0.0,87.0,87.0,80.0,0.0,75.0,75.0,115.0,101.0,61.0,66.0,0,0,66.0,0.0,27.0,10.0,26.0,19.0,0.0,10.0,0.0,0.0,0,10.0,1,1,1,0,0,552.0,1152.0,26.0,39.0,22,75.0,0.0,1,19,0.0,0,12.0,12.0,5,0.0,1,0,327225.0,14350.0,52.61,9.88,0.0,2.62,0.22,0.15,3.64,0.0,30.89,72.09,15.63,0.0,1.23,0.0,0.0,1.3,0.0,9.76,7.32,0.32,0.09,1.09,21,486493,480924,955292,10956,47233,57981,108951,1700,3319,5092,57821,172534,407100,189832,255389,0.0,19093,11497,15848,72,385,2637,9486,426,65234,56676,188564,481244,41127,104581,117739,1969,4357195,4091779,2839537,1828939,265416,1069984,41127,6.1,1728681,1458107,1305631,76.1,689540,2571533,676573,49483,17781,17454,9824,52.42,17.43,21.05,9.1,3937646,25812,80754,4827,111393,19597,39764,2549,61910,6215,40990,2278,49483,10674,41369,6266,58309,7895,28552,4081,40528,2779,12817,2185,17781,5981,27588,3196,36765,4063,14056,1192,19311,1918,13532,2004,17454,5572,15432,647,21651,3481,7982,364,11827,2091,7450,283,9824,1.3,303753,17.57,4302315,334537,437543,217239,213552,298531,120248,2680665,303753,1424928,59559,777039,17103,65660,76969,139379,63925,214164,86197,228686,46.2,53.2,17.9,27.1,10.8,836598.0,82763.0,216348.0
18,Louisiana,LA,0,1,88.97,4659978,52378.0,2941,6.4,18.6,42.1,46048,0.0,12.0,2020-03-11,12.0,0,65.0,51.0,51.0,1.0,65.0,65.0,65.0,0.0,86.0,65.0,86.0,0.0,47.0,124.0,0,0,51.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,96.0,0,2.0,1,1,0,1,0,247.0,847.0,26.0,39.0,16,70.0,33.0,1,12,0.0,0,12.0,2.0,1,1.0,0,1,1180183.0,76755.0,2.64,3.11,0.0,0.38,0.02,0.01,0.0,0.7,93.15,41.71,52.33,0.1,0.73,0.07,0.11,0.0,0.6,4.33,25.33,1.65,0.06,0.99,22,450740,496681,915411,18018,51344,80590,147431,2780,3087,4316,45658,204251,530466,155882,174398,0.0,17971,12626,15278,122,344,2569,10958,862,66726,59597,177596,426460,45175,203464,235296,3177,4559274,4072162,2787281,1785609,487112,1165853,45175,10.7,1736021,1449635,1263254,73.2,747868,2644059,609831,74145,21136,27591,4918,59.39,19.34,18.28,2.99,4001758,32228,117549,11655,161432,24166,57155,5966,87287,8062,60394,5689,74145,8386,64508,47715,120609,7457,53087,38929,99473,929,11421,8786,21136,7809,40505,6680,54994,5844,19581,1978,27403,1965,20924,4702,27591,2844,11814,826,15484,2260,7752,554,10566,584,4062,272,4918,1.9,327480,18.86,4531598,393480,484914,248588,227702,309236,126005,2741673,327480,1408541,43916,707679,17265,71124,101110,172857,66432,225335,98757,231546,47.9,52.1,19.4,30.8,12.6,751595.0,88389.0,273967.0
19,Maine,ME,0,1,37.83,1338404,35380.0,2106,3.5,11.6,42.5,14715,0.0,10.0,2020-03-15,18.0,0,77.0,47.0,78.0,1.0,94.0,108.0,47.0,0.0,75.0,78.0,78.0,0.0,47.0,47.0,0,0,47.0,89.0,19.0,3.0,0.0,32.0,0.0,1.0,0.0,0.0,0,3.0,1,1,0,0,0,445.0,1045.0,26.0,39.0,13,66.0,0.0,1,23,0.0,1,0.0,5.0,-1,0.0,1,0,63597.0,2110.0,59.99,19.59,0.0,1.82,0.18,0.05,0.47,2.43,15.47,62.09,1.09,0.0,0.0,0.0,0.0,0.0,0.43,36.4,4.75,0.16,0.16,1.1,23,140593,135246,320655,5573,14223,21137,52355,699,508,619,8684,61736,79240,31145,41197,0.0,4151,2119,6515,146,165,1053,4534,239,17456,15925,59422,182658,15089,38034,56101,417,1317634,1207993,918696,484847,109641,271425,15089,8.3,556955,492145,445402,80.9,180680,771715,236403,2519,9727,4477,3470,9.15,59.49,16.98,14.39,1188798,2170,8285,1006,11461,1631,6472,839,8942,539,1813,167,2519,3310,25741,19819,48870,2879,21007,15257,39143,431,4734,4562,9727,1391,7432,1273,10096,1123,4086,410,5619,268,3346,863,4477,2673,5803,675,9151,2184,3038,459,5681,489,2765,216,3470,1.0,70878,12.73,1296990,64480,97263,56084,57443,82270,36345,903105,70878,486077,10188,262215,4007,20860,13446,37243,18063,75559,25174,90200,36.7,47.8,12.5,19.4,8.8,272403.0,24867.0,50689.0
20,Maryland,MD,1,1,487.08,6042718,12406.0,6561,4.9,9.0,37.1,50568,25.0,18.0,2020-03-05,25.0,0,71.0,71.0,85.0,1.0,106.0,0.0,71.0,0.0,71.0,71.0,99.0,106.0,63.0,44.0,1,1,44.0,0.0,0.0,14.0,11.0,0.0,0.0,11.0,0.0,0.0,1,0.0,1,1,0,0,0,430.0,1030.0,26.0,39.0,27,54.0,39.0,1,21,27.0,0,27.0,7.0,7,0.0,0,1,1443514.0,67141.0,20.36,29.86,24.87,1.95,0.0,0.0,0.0,4.81,18.15,42.24,40.77,9.78,3.8,0.0,0.0,0.0,1.18,2.23,23.89,1.11,0.11,0.84,24,764503,741979,1533900,34982,66245,95656,177952,4262,7485,5333,31326,173089,415576,173910,201906,0.0,34420,17887,35662,751,239,2552,8719,348,81258,71070,214364,629669,50588,146641,176202,8699,5907173,5525043,4394643,1874088,382130,1420314,50588,6.5,2192518,2001671,1855650,85.0,795466,3033757,769888,200382,67429,85847,28295,45.37,19.34,27.57,7.72,4599111,102683,322566,24901,450150,81241,158118,10409,249768,21442,164448,14492,200382,34827,176649,38856,250332,29467,130863,22573,182903,5360,45786,16283,67429,27477,152953,31408,211838,21735,92320,11936,125991,5742,60633,19472,85847,17550,97996,10284,125830,14704,75931,6900,97535,2846,22065,3384,28295,3.2,199436,9.1,5862050,267774,285722,170309,188100,276875,117016,4556254,199436,1993082,28093,1025767,10440,95398,54962,251894,41854,275722,64087,344301,25.0,27.5,9.4,13.3,7.6,1053860.0,105838.0,306856.0
21,Massachusetts,MA,1,1,653.98,6902149,10554.0,18471,4.8,10.0,34.6,59152,13.0,14.0,2020-03-10,14.0,0,69.0,69.0,90.0,1.0,125.0,125.0,76.0,69.0,69.0,90.0,0.0,90.0,69.0,57.0,1,0,57.0,113.0,17.0,24.0,41.0,41.0,0.0,14.0,0.0,0.0,0,8.0,1,1,1,0,0,823.0,1423.0,26.0,39.0,15,38.0,31.0,1,16,1.0,0,6.0,2.0,2,0.0,0,1,2634653.0,181637.0,27.56,8.83,17.56,1.92,0.0,0.0,0.0,4.66,39.48,60.75,7.0,6.51,2.28,0.0,0.0,0.0,5.25,18.17,38.17,2.63,0.27,0.86,25,860503,924544,1765222,44009,69910,139532,171904,4282,1130,2846,23497,226085,419354,290111,392246,0.0,7105,5548,8589,340,118,2317,4454,517,104217,99406,236263,762496,19955,80509,85114,3892,6756015,6566545,5001165,2441507,189470,1482292,19955,2.8,2601914,2345531,2203519,85.0,784954,3260922,896046,239079,200060,128322,28686,41.12,33.29,20.98,4.6,4941922,111477,427486,42590,581553,91122,239621,11731,342474,20355,187865,30859,239079,71434,402001,103229,576664,60675,268378,47551,376604,10759,133623,55678,200060,34154,211133,29791,275078,26359,114202,6195,146756,7795,96931,23596,128322,15197,70530,6568,92295,12311,47756,3542,63609,2886,22774,3026,28686,5.9,292213,11.23,6593960,333853,376452,207251,199134,287170,122836,5067264,292213,2309701,37766,1186376,11370,98350,73963,243983,67482,353685,101632,427307,33.1,36.2,10.8,15.3,9.0,1224142.0,109720.0,317946.0
22,Michigan,MI,1,1,103.36,9995915,96714.0,8575,5.3,14.1,41.2,98903,14.0,14.0,2020-03-10,14.0,1,83.0,77.0,90.0,1.0,0.0,0.0,98.0,58.0,0.0,90.0,90.0,90.0,80.0,48.0,1,1,47.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,113.0,1,0.0,1,1,1,1,1,362.0,962.0,20.0,33.0,14,30.0,30.0,1,27,0.0,1,0.0,2.0,3,0.0,1,0,1719775.0,151134.0,37.17,29.87,0.23,2.04,0.46,0.03,7.0,5.21,18.12,50.21,39.92,0.08,1.13,0.36,0.02,1.76,1.95,4.5,17.2,1.51,0.09,0.99,26,1223107,1164426,2389487,27058,98054,161714,295465,3825,2516,5940,65707,294216,767729,367765,438340,0.0,11410,6916,12324,103,486,4651,15624,731,151017,114662,376453,1250694,77232,239891,274424,5497,9847464,9250420,7026257,3721479,597044,2331551,77232,6.1,3909509,3442305,3086579,79.5,1452724,5521464,1512109,96044,79987,66961,77381,26.79,25.74,24.07,23.4,8486297,68346,190495,21126,279967,56304,114992,12627,183923,12042,75503,8499,96044,38484,175314,50857,264655,31279,123371,30018,184668,7205,51943,20839,79987,22606,120522,17097,160225,17325,68946,6993,93264,5281,51576,10104,66961,41564,132651,19755,193970,33833,75897,6859,116589,7731,56754,12896,77381,1.7,547973,14.02,9731374,654072,802936,432134,421839,614636,252254,6553503,547973,3361536,87877,1763444,30878,154645,142107,335429,126902,536525,160209,571493,40.7,48.0,15.0,24.2,8.3,1851321.0,185523.0,477536.0
23,Minnesota,MN,0,1,64.54,5611179,86936.0,7977,3.4,9.6,33.9,44745,0.0,15.0,2020-03-13,15.0,0,66.0,45.0,80.0,1.0,89.0,89.0,80.0,0.0,66.0,66.0,89.0,0.0,58.0,0.0,0,0,80.0,0.0,0.0,36.0,11.0,11.0,0.0,0.0,0.0,0.0,0,24.0,0,1,1,1,0,462.0,1062.0,26.0,39.0,31,75.0,31.0,1,14,7.0,0,0.0,15.0,-2,0.0,0,1,698855.0,28600.0,39.18,20.76,0.14,6.44,0.83,0.23,1.85,11.96,18.78,70.4,7.36,0.07,3.04,1.45,0.12,0.73,1.04,15.31,12.45,0.51,0.14,0.8,27,805360,726210,1432952,16348,75428,96560,185182,2453,877,3237,24716,163793,340701,175268,209224,0.0,7836,5364,8033,54,362,2612,8136,416,87167,64279,157633,614424,47789,95800,108815,2360,5469389,5214625,4186967,1764038,254764,1365520,47789,4.7,2167801,1958599,1796704,83.6,804030,2983037,784668,82528,26229,80698,51243,29.76,12.92,27.66,29.66,4571735,55513,137508,7842,200863,44474,69675,4186,118335,11039,67833,3656,82528,14933,71517,17109,103559,12100,54340,10890,77330,2833,17177,6219,26229,34064,128194,12516,174774,21999,69087,2990,94076,12065,59107,9526,80698,31327,85383,7977,124687,23654,46582,3208,73444,7673,38801,4769,51243,2.4,213855,9.87,5403634,237017,310425,189745,190884,279186,121778,4074599,213855,1953946,31353,1072294,9128,84089,46858,151792,54607,314286,71909,331485,30.9,38.3,10.1,14.1,7.2,1103647.0,93217.0,198650.0
24,Mississippi,MS,0,0,61.66,2986530,48432.0,1184,7.1,19.7,42.5,32301,0.0,20.0,2020-03-14,20.0,0,44.0,44.0,54.0,0.0,58.0,79.0,58.0,0.0,66.0,44.0,79.0,0.0,41.0,0.0,0,0,54.0,0.0,0.0,5.0,0.0,18.0,0.0,5.0,0.0,79.0,0,7.0,1,1,0,0,0,235.0,835.0,26.0,39.0,13,67.0,27.0,0,9,0.0,0,2.0,27.0,-2,0.0,1,0,546759.0,21671.0,28.03,49.54,4.66,0.29,3.22,0.0,0.0,5.29,8.35,41.17,51.11,1.46,0.0,4.54,0.0,0.0,0.63,0.68,18.31,0.73,0.04,1.08,28,269631,300200,576294,6167,39871,49941,84315,969,1747,1722,33278,125192,359607,67491,78175,0.0,14655,10339,13889,159,408,1623,7645,311,39957,33624,133252,301828,37863,153944,176910,1640,2922647,2552290,1747793,1134482,370357,763739,37863,12.7,1105576,901172,751652,68.5,510950,1739447,441058,31017,4123,7937,2245,65.04,9.4,22.22,3.33,2691455,15412,49683,2942,68037,11280,23844,1896,37020,4132,25839,1046,31017,1678,10596,3042,15316,1330,7731,2132,11193,348,2865,910,4123,2383,12758,1996,17137,1975,6483,742,9200,408,6275,1254,7937,1310,6492,440,8242,942,4801,254,5997,368,1691,186,2245,0.8,222287,20.11,2890347,275272,324523,178262,162053,221576,83761,1644900,222287,883289,32403,459540,10408,42942,75244,119731,43217,127343,61015,133733,48.4,47.1,20.8,31.1,12.7,491943.0,53350.0,194975.0
25,Missouri,MO,0,0,87.89,6126452,69707.0,6179,4.2,13.2,40.5,63117,0.0,0.0,2020-03-13,24.0,1,52.0,52.0,52.0,0.0,52.0,0.0,52.0,0.0,75.0,52.0,52.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,0,0,320.0,920.0,13.0,26.0,17,68.0,0.0,0,12,0.0,0,13.0,10.0,-1,0.0,0,0,462498.0,21069.0,43.52,28.31,0.0,0.0,0.0,0.0,2.63,5.92,19.61,55.03,34.49,0.0,0.0,0.0,0.0,1.1,2.81,6.38,7.55,0.34,0.1,1.03,29,760911,746294,1411832,17302,94940,118616,203819,2860,4710,5573,62700,290006,421931,92354,113136,0.0,21641,13358,21266,216,809,4043,16703,780,69817,63420,208246,628453,85240,228150,263295,4317,5976738,5395736,4226236,1883050,581002,1459999,85240,9.7,2396271,2091864,1859089,78.1,943203,3473857,950645,52262,28389,32901,10621,39.05,20.03,30.44,10.48,5367705,34688,101849,9294,145831,27547,60575,5447,93569,7141,41274,3847,52262,18004,69416,12501,99921,13062,50139,8331,71532,4942,19277,4170,28389,9528,55431,7455,72414,6333,30394,2786,39513,3195,25037,4669,32901,6708,22754,1797,31259,5193,14471,974,20638,1515,8283,823,10621,1.1,328844,13.72,5907190,363015,474915,276551,264510,399070,169187,3959942,328844,2067427,54041,1098229,17098,89957,79806,201444,75217,320176,102682,357621,38.4,46.3,14.2,22.4,8.6,1152270.0,107055.0,281250.0
26,Montana,MT,0,1,7.22,1062305,147040.0,1357,3.5,13.0,39.0,9992,0.0,16.0,2020-03-12,16.0,0,45.0,46.0,53.0,0.0,64.0,64.0,46.0,0.0,45.0,46.0,53.0,0.0,0.0,0.0,0,0,0.0,0.0,18.0,46.0,18.0,18.0,0.0,18.0,0.0,73.0,0,5.0,1,1,0,0,0,552.0,1152.0,28.0,41.0,20,106.0,29.0,1,18,0.0,0,8.0,7.0,1,0.0,0,0,24821.0,405.0,72.62,0.45,0.0,0.2,9.87,0.0,0.0,1.12,15.74,62.96,0.0,0.0,0.0,27.9,0.0,0.0,0.0,13.09,2.34,0.04,0.13,0.94,30,105078,106129,212668,2532,17486,25908,51874,365,310,702,6395,49167,83445,22730,28348,0.0,4684,4186,4454,8,74,1117,3824,173,12756,13554,37469,126240,16377,38632,49271,630,1026586,921676,697398,369276,104910,240210,16377,10.2,423240,369326,330716,79.0,159247,602144,178325,3365,2282,1832,991,39.58,21.71,24.83,13.88,939716,2942,10314,1506,14762,2453,7843,1101,11397,489,2471,405,3365,1718,8410,2427,12555,1403,6922,1948,10273,315,1488,479,2282,457,3745,479,4681,384,2277,188,2849,73,1468,291,1832,1418,5704,1086,8208,1121,5115,981,7217,297,589,105,991,0.5,57773,13.65,1016407,60777,78286,51207,47346,72351,31257,675183,57773,365467,9649,199123,2678,14873,9702,24204,16070,65672,19674,61595,39.5,53.6,13.7,19.3,8.4,208772.0,17551.0,33906.0
27,Nebraska,NE,0,1,24.94,1929268,77348.0,2365,3.5,11.0,36.6,16904,0.0,0.0,2020-03-13,0.0,0,0.0,66.0,66.0,0.0,66.0,101.0,80.0,0.0,52.0,0.0,101.0,0.0,52.0,0.0,0,0,52.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,80.0,0,4.0,1,1,0,0,0,440.0,1040.0,26.0,39.0,25,97.0,0.0,0,20,0.0,0,10.0,4.0,3,0.0,0,0,362361.0,4767.0,33.18,3.67,0.0,3.56,0.63,0.08,0.0,4.88,53.99,44.62,4.24,0.0,3.36,1.2,0.0,0.0,1.68,44.91,18.78,0.25,0.12,0.88,31,270719,244945,445921,6156,36355,46174,76350,729,809,793,8180,72218,123655,21798,21517,0.0,10919,6370,9252,45,138,1235,4173,184,29233,25576,60568,193625,25648,62003,68971,1209,1875468,1717637,1426167,517405,157831,497476,25648,8.4,754063,667596,610746,81.6,294148,1006598,273321,59587,7016,16433,6093,62.76,9.36,18.87,9.0,1574067,35114,90238,5799,131151,26490,42284,2790,71564,8624,47954,3009,59587,3459,17317,4334,25110,2580,12427,3087,18094,879,4890,1247,7016,5072,21440,2122,28634,2680,9032,489,12201,2392,12408,1633,16433,2913,10569,504,13986,1796,5829,268,7893,1117,4740,236,6093,2.6,85990,11.4,1850245,90684,123106,79463,75339,119961,52049,1309643,85990,668073,13375,366332,4146,27304,19614,53263,20255,112176,28600,108998,34.4,42.4,11.6,17.4,7.6,379707.0,31450.0,72877.0
28,Nevada,NV,1,1,27.44,3034392,110572.0,7169,5.6,12.9,36.1,24715,0.0,9.0,2020-03-12,19.0,0,58.0,58.0,58.0,0.0,78.0,78.0,58.0,0.0,78.0,58.0,78.0,0.0,0.0,106.0,1,1,58.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0,6.0,1,0,0,0,0,469.0,1069.0,26.0,39.0,26,120.0,62.0,1,26,5.0,0,5.0,5.0,-5,4.0,0,0,345874.0,10475.0,18.12,5.43,22.0,4.98,0.38,0.0,0.0,5.01,44.06,40.54,10.62,13.71,12.57,0.53,0.0,0.0,1.42,21.08,11.4,0.35,0.24,0.81,32,343916,333878,638716,11369,36754,41736,88320,2070,2076,2109,20474,150247,215868,81274,102192,0.0,11513,7819,13562,246,439,2404,9126,587,40726,30194,93553,262203,55676,122353,159078,6997,2887475,2543371,1884408,962484,344104,706968,55676,11.9,1075930,980878,874995,81.7,333287,1222290,351925,230532,17905,60427,9128,69.78,7.31,19.4,3.51,1907502,136809,408804,37676,583289,119405,217861,15491,352757,17404,190943,22185,230532,5731,45931,13821,65483,4904,33214,9460,47578,827,12717,4361,17905,12977,112494,31576,157047,10516,70108,15996,96620,2461,42386,15580,60427,3361,20803,3053,27217,2980,13153,1956,18089,381,7650,1097,9128,6.2,137359,12.77,2881404,183649,209782,142183,139395,204346,88237,1913812,137359,938571,25718,451537,8487,59729,32866,104848,33721,173580,36567,148877,32.4,36.0,13.7,21.7,8.8,477255.0,68216.0,137714.0
