OBJECTID, GEO_ID, GEO_NAME, FIPS_CODE, English Only - Pop 5-17, English Only - Pop 5-17 *margin of error, English Only - Pop18-64, English Only - Pop18-64 *margin of error, English Only - Pop 65+, English Only - Pop 65+ *margin of error," Language Spoken at Home by Age - Spanish - Speak English ""less than very well"" 5 and over"," Language Spoken at Home by Age - Spanish - Speak ""less than very well"" 5 and over *margin of error English"," Language Spoken at Home by Age - Other Indo-European - Speak English ""less than very well"" 5 and over"," Language Spoken at Home by Age - Other Indo-European - Speak English ""less than very well"" 5 and over *margin of error"," Language Spoken at Home by Age - Asian Pacific Islands - Speak English ""less than very well"" 5 and over"," Language Spoken at Home by Age - Asian Pacific Islands - Speak English ""less than very well"" 5 and over *margin of error"," Language Spoken at Home by Age - Other Languages - Speak English ""less than very well"" 5 and over"," Language Spoken at Home by Age - Other Languages - Speak English ""less than very well"" 5 and over *margin of error", Language Spoken at Home - Spanish (Limited English HHs / all Limited English HHs), Language Spoken at Home - Other Indo-European (Limited English HHs / all Limited English HHs), Language Spoken at Home - Asian and Pacific Island (Limited English HHs / all Limited English HHs), Language Spoken at Home - Other (Limited English HHs / all Limited English HHs), English Only - Total, English Only - Total * margin of error, Spanish - Pop 5-17, Spanish - Pop 5-17 *margin of error, Spanish - Pop 18-64, Spanish - Pop 18-64 *margin of error, Spanish - Pop 65+, Spanish - Pop 65+ *margin of error, Spanish - Total, Spanish - Total *margin of error, Spanish - Speak English very well - Pop 5-17, Spanish - Speak English very well - Pop 5-17 *margin of error, Spanish - Speak English very well - Pop 18-64, Spanish - Speak English very well - Pop 18-64 *margin of error, Spanish - Speak English very well - Pop 65+, Spanish - Speak English very well - Pop 65+ *margin of error, Spanish - Speak English very well - Total, Spanish - Speak English very well - Total *margin of error, Spanish - English less than very well - Pop 5-17, Spanish - English less than very well - Pop 5-17 *margin of error, Spanish - English less than very well - Pop 18-64, Spanish - English less than very well - Pop 18-64 *margin of error, Spanish - English less than very well - Pop 65+, Spanish - English less than very well - Pop 65+ *margin of error, Spanish - English less than very well - Total, Spanish - English less than very well - Total * margin of error, Other Indo-European - Pop 5-17, Other Indo-European - Pop 5-17 *margin of error, Other Indo-European - Pop 18-64, Other Indo-European - Pop 18-64 *margin of error, Other Indo-European - Pop 65+, Other Indo-European - Pop 65+ *margin of error, Other Indo-European - Total, Other Indo-European - Total *margin of error, Other Indo-European - Speak English very well - Pop 5-17, Other Indo-European - Speak English very well - Pop 5-17 *margin of error, Other Indo-European - Speak English very well - Pop 18-64, Other Indo-European - Speak English very well - Pop 18-64 *margin of error, Other Indo-European - Speak English very well - Pop 65+, Other Indo-European - Speak English very well - Pop 65+ *margin of error, Other Indo-European - Speak English very well - Total, Other Indo-European - Speak English very well - Total *margin of error, Other Indo-European - English less than very well - Pop 5-17, Other Indo-European - English less than very well - Pop 5-17 *margin of error, Other Indo-European - English less than very well - Pop 18-64, Other Indo-European - English less than very well - Pop 18-64 *margin of error, Other Indo-European - English less than very well - Pop 65+, Other Indo-European - English less than very well - Pop 65+ *margin of error, Other Indo-European - English less than very well - Total, Other Indo-European - English less than very well - Total *margin of error, Asian-Pacific Island - Pop 5-17, Asian-Pacific Island - Pop 5-17 *margin of error, Asian-Pacific Island - Pop 18-64, Asian-Pacific Island - Pop 18-64 *margin of error, Asian-Pacific Island - Pop 65+, Asian-Pacific Island - Pop 65+ *margin of error, Asian-Pacific Island - Total, Asian-Pacific Island - Total *margin of error, Asian-Pacific Island - Speak English very well - Pop 5-17, Asian-Pacific Island - Speak English very well - Pop 5-17 *margin of error, Asian-Pacific Island - Speak English very well - Pop 18-64, Asian-Pacific Island - Speak English very well - Pop 18-64 *margin of error, Asian-Pacific Island - Speak English very well - Pop 65+, Asian-Pacific Island - Speak English very well - Pop 65+ *margin of error, Asian-Pacific Island - Speak English very well - Total, Asian-Pacific Island - Speak English very well - Total *margin of error, Asian-Pacific Island - English less than very well - Pop 5-17, Asian-Pacific Island - English less than very well - Pop 5-17 *margin of error, Asian-Pacific Island - English less than very well - Pop 18-64, Asian-Pacific Island - English less than very well - Pop 18-64 *margin of error, Asian-Pacific Island - English less than very well - Pop 65+, Asian-Pacific Island - English less than very well - Pop 65+ *margin of error, Asian-Pacific Island - English less than very well - Total, Asian-Pacific Island - English less than very well - Total *margin of error, Other Languages - Pop 5-17, Other Languages - Pop 5-17 *margin of error, Other Languages -Pop 18-64, Other Languages -Pop 18-64 *margin of error, Other Languages - Pop 65+, Other Languages - Pop 65+ *margin of error, Other Languages - Total, Other Languages - Total *margin of error, Other Languages - Speak English very well - Pop 5-17, Other Languages - Speak English very well - Pop 5-17 *margin of error, Other Languages - Speak English very well - Pop 18-64, Other Languages - Speak English very well - Pop 18-64 *margin of error, Other Languages - Speak English very well - Pop 65+, Other Languages - Speak English very well - Pop 65+ *margin of error, Other Languages - Speak English very well - Total, Other Languages - Speak English very well - Total *margin of error, Other Languages - English less than very well - Pop 5-17, Other Languages - English less than very well - Pop 5-17 *margin of error, Other Languages - English less than very well - Pop 18-64, Other Languages - English less than very well - Pop 18-64 *margin of error, Other Languages - English less than very well - Pop 65+, Other Languages - English less than very well - Pop 65+ *margin of error, Other Languages - English less than very well - Total, Other Languages - English less than very well - Total *margin of error, Percent of Households with Limited English Speaking Status, Percent of Households with Limited English Speaking Status *margin of error
1,0400000US01,Alabama,1,754381,1949,2815595,3062,765597,1059,63979,2326,8796,833,20461,1451,3190,538,62.05,9.26,24.77,3.92,4335573,4440,40399,1607,100779,1963,7242,579,148420,3072,30794,1505,49362,1981,4285,489,84441,2743,9605,1064,51417,1915,2957,331,63979,2326,4077,524,25624,1584,6399,648,36100,1870,3380,506,19214,1368,4710,529,27304,1475,697,225,6410,690,1689,301,8796,833,5847,679,30635,1250,3632,373,40114,1698,3910,515,14280,1117,1463,302,19653,1464,1937,420,16355,1162,2169,314,20461,1451,1964,604,9422,1100,962,206,12348,1567,1854,593,6654,869,650,170,9158,1331,110,60,2768,519,312,132,3190,538,1.2,0.1
2,0400000US02,Alaska,2,113707,836,393179,1816,66487,619,6432,686,3354,523,18061,1135,5672,520,20.42,9.95,52.64,16.98,573373,2326,3921,576,18803,966,1654,246,24378,1319,3259,548,13711,884,976,201,17946,1147,662,257,5092,613,678,153,6432,686,2427,434,11118,929,2037,395,15582,1334,1983,403,8821,733,1424,269,12228,1049,444,147,2297,410,613,260,3354,523,5843,578,29234,923,3894,287,38971,1245,4066,619,15747,746,1097,243,20910,1016,1777,455,13487,860,2797,307,18061,1135,6000,452,21616,854,4356,237,31972,1177,5208,447,18150,777,2942,235,26300,1082,792,239,3466,398,1414,103,5672,520,2.1,0.2
3,0400000US04,Arizona,4,853969,4459,2920527,7403,965545,1814,447267,5315,29921,1718,55102,2002,44713,1936,72.16,6.29,11.11,10.44,4740041,9965,290221,4156,924389,5526,123779,1308,1338389,8106,249415,3995,576552,5197,65155,1328,891122,7150,40806,1811,347837,4327,58624,1404,447267,5315,13113,1191,86792,2889,29401,1243,129306,4032,11341,1063,67848,2310,20196,979,99385,3144,1772,427,18944,1333,9205,783,29921,1718,15656,831,103630,2574,16930,620,136216,3013,12161,775,62421,2135,6532,523,81114,2448,3495,482,41209,1741,10398,611,55102,2002,24722,1484,119244,2985,22665,570,166631,3972,20712,1321,89785,2198,11421,533,121918,3097,4010,640,29459,1688,11244,427,44713,1936,4.2,0.1
4,0400000US05,Arkansas,5,465650,1672,1652432,2255,475269,871,68863,2283,4650,621,16228,1210,1272,368,74.93,4.93,18.7,1.44,2593351,3403,41415,1491,102337,2014,5866,408,149618,3029,32951,1393,45500,1578,2304,354,80755,2245,8464,857,56837,1924,3562,349,68863,2283,2241,409,14070,1178,3701,442,20012,1393,1915,371,10878,988,2569,351,15362,1158,326,120,3192,536,1132,282,4650,621,5806,571,24193,1028,2394,266,32393,1318,3846,530,11375,891,944,225,16165,1048,1960,424,12818,936,1450,221,16228,1210,520,260,4160,679,306,99,4986,837,514,259,2996,511,204,82,3714,648,6,11,1164,357,102,53,1272,368,1.7,0.1
5,0400000US06,California,6,3707446,14094,13349981,32570,3429644,8339,4253679,19816,498572,6974,1743664,9945,125113,3928,55.51,10.07,32.1,2.33,20487071,50097,2258167,11203,7397212,22992,874242,3740,10529621,34494,1863818,11779,4112179,15141,299945,3585,6275942,23118,394349,5318,3285033,16258,574297,4967,4253679,19816,190403,3933,1150373,10146,300744,4747,1641520,13563,160301,3709,839242,8006,143405,2982,1142948,10021,30102,1498,311131,4936,157339,3441,498572,6974,380232,4257,2592336,9372,663690,3588,3636258,13481,288865,3983,1414257,9134,189472,2751,1892594,12179,91367,2407,1178079,7188,474218,3880,1743664,9945,56728,2076,269746,5298,47137,1663,373611,7169,45191,1828,180994,3928,22313,1248,248498,5214,11537,1327,88752,3128,24824,1094,125113,3928,9.1,0.1
6,0400000US08,Colorado,8,738258,3707,2919988,7615,656081,1757,217269,4360,28667,1476,45887,1328,14922,1419,65.08,10.63,17.55,6.73,4314327,10791,146965,3225,415548,5513,49912,1191,612425,7675,124149,3441,240570,4114,30437,929,395156,5820,22816,1390,174978,3765,19475,1052,217269,4360,15777,954,82697,2313,19834,1020,118308,2863,13003,862,63098,2033,13540,819,89641,2588,2774,442,19599,1155,6294,558,28667,1476,15074,870,77630,1723,11796,523,104500,2164,12019,761,43338,1485,3256,438,58613,1816,3055,482,34292,1090,8540,485,45887,1328,8546,984,34821,1785,3015,446,46382,2470,6972,938,23147,1335,1341,250,31460,1933,1574,418,11674,1270,1674,347,14922,1419,2.8,0.1
7,0400000US09,Connecticut,9,447185,2191,1701044,4720,495285,1715,156945,3308,79403,2979,33350,1469,8888,749,56.61,29.49,11.29,2.6,2643514,6580,76185,1859,292969,2665,30882,524,400036,3793,64891,1860,168466,3002,9734,781,243091,4098,11294,1072,124503,2632,21148,758,156945,3308,27873,1403,160411,3710,49732,1552,238016,4965,25039,1369,107370,2591,26204,1017,158613,3458,2834,388,53041,2474,23528,1070,79403,2979,10436,777,61271,1673,8172,514,79879,2226,8197,721,35226,1459,3106,399,46529,1857,2239,317,26045,1316,5066,467,33350,1469,5963,793,25604,1507,3509,405,35076,2067,5125,761,18591,1323,2472,346,26188,1831,838,241,7013,631,1037,252,8888,749,5.2,0.1
8,0400000US10,Delaware,10,126547,1040,496927,2018,155121,677,22610,1177,7068,942,7997,833,1460,439,57.08,18.49,22.94,1.49,778595,2698,15799,839,43345,1126,3513,229,62657,1579,13426,831,24787,1182,1834,273,40047,1533,2373,465,18558,1017,1679,264,22610,1177,2831,493,16658,1269,4742,500,24231,1662,2146,409,11734,895,3283,370,17163,1120,685,210,4924,750,1459,276,7068,942,2558,390,15624,950,2845,285,21027,1198,2161,323,9483,725,1386,258,13030,880,397,185,6141,749,1459,228,7997,833,837,308,6386,877,908,314,8131,1202,697,274,5528,802,446,147,6671,956,140,120,858,254,462,309,1460,439,2.3,0.1
9,0400000US11,District of Columbia,11,61657,811,394180,1885,72342,538,23428,1314,4227,702,4165,578,4748,784,59.05,12.22,14.38,14.35,528179,2405,10662,587,42561,1193,4098,253,57321,1519,7905,676,24105,1129,1883,323,33893,1331,2757,487,18456,1147,2215,306,23428,1314,2621,414,22839,1324,2708,411,28168,1625,2303,359,19537,1166,2101,320,23941,1375,318,160,3302,580,607,195,4227,702,833,207,10385,667,1358,164,12576,777,656,186,7252,657,503,147,8411,697,177,77,3133,471,855,176,4165,578,1272,340,11084,885,1206,227,13562,1074,955,295,7012,645,847,195,8814,738,317,153,4072,718,359,129,4748,784,3.5,0.2
10,0400000US12,Florida,12,2160566,7578,8425329,13893,3224916,4609,1796684,12607,346588,6652,135510,3144,35083,1834,78.74,14.81,5.04,1.41,13810811,20312,676957,5507,2950520,8048,572201,2485,4199678,11958,562162,6747,1668349,9934,172483,3301,2402994,12702,114795,3078,1282171,10678,399718,3675,1796684,12607,138561,3768,685068,9326,198804,3898,1022433,12814,117769,3548,450242,7142,107834,2682,675845,10157,20792,1477,234826,5698,90970,3029,346588,6652,36241,1475,229458,3987,48852,1237,314551,4988,28066,1487,130820,3116,20155,1132,179041,3914,8175,725,98638,2724,28697,1265,135510,3144,18807,1339,94836,3324,19603,1151,133246,4472,16046,1241,70133,2684,11984,945,98163,3599,2761,475,24703,1490,7619,777,35083,1834,6.9,0.1
11,0400000US13,Georgia,13,1553650,4606,5483572,7298,1264701,2138,333966,4461,67109,2745,104746,3075,27455,2136,60.38,12.09,22.37,5.16,8301923,10918,208797,2867,529412,4864,31828,1124,770037,6370,169094,3235,253292,4512,13685,901,436071,6295,39703,2044,276120,3709,18143,1059,333966,4461,33162,1886,184733,4823,28384,1476,246279,6507,28353,1757,134234,3473,16583,1042,179170,4993,4809,653,50499,2291,11801,934,67109,2745,32656,1679,171055,2818,22071,917,225782,4147,24747,1528,90906,2452,5383,630,121036,3316,7909,730,80149,2514,16688,889,104746,3075,17220,1743,75128,4103,5305,706,97653,5434,13763,1509,53534,3425,2901,461,70198,4491,3457,696,21594,1646,2404,508,27455,2136,2.9,0.1
12,0400000US15,Hawaii,15,174344,1369,633432,3558,175726,1674,7408,874,3080,423,149418,3096,1149,272,3.34,2.7,92.5,1.46,983502,4815,4734,693,22424,1157,1942,306,29100,1513,3831,661,16399,935,1462,260,21692,1217,903,264,6025,754,480,190,7408,874,1884,404,10296,888,2887,367,15067,1186,1600,374,8147,784,2240,312,11987,997,284,132,2149,363,647,159,3080,423,34327,1279,197446,3174,64079,1501,295852,4317,22392,1164,101951,2571,22091,1162,146434,3286,11935,896,95495,2415,41988,1159,149418,3096,824,220,5975,786,1321,310,8120,1054,695,206,5248,792,1028,292,6971,1037,129,71,727,213,293,125,1149,272,6.1,0.2
13,0400000US16,Idaho,16,286980,1835,876245,2534,241226,735,48801,2209,4803,780,5920,760,2995,823,76.14,8.62,9.31,5.92,1404451,3590,31397,1626,87752,1803,7466,449,126615,2960,25117,1476,49311,1924,3386,384,77814,2531,6280,720,38441,1765,4080,430,48801,2209,2623,445,13915,1295,2804,435,19342,1394,2076,404,10504,998,1959,315,14539,1005,547,216,3411,661,845,217,4803,780,2184,421,11271,788,1411,193,14866,1039,1572,356,6874,708,500,137,8946,857,612,273,4397,559,911,169,5920,760,1828,441,5649,947,894,235,8371,1227,1484,420,3265,545,627,154,5376,733,344,134,2384,735,267,161,2995,823,2,0.1
14,0400000US17,Illinois,17,1628215,4680,6047766,10095,1598396,3300,629685,6243,233988,4986,145926,3457,42064,2111,49.2,29.9,16.34,4.56,9274377,14861,373208,3323,1131016,5243,112054,1122,1616278,7716,314104,3577,638454,5235,34035,1156,986593,7061,59104,1904,492562,4989,78019,1305,629685,6243,84981,2305,465301,6274,118509,2688,668791,8975,73266,2172,307178,4538,54359,1582,434803,6207,11715,989,158123,3420,64150,2329,233988,4986,38976,1272,261708,3835,54055,1300,354739,4842,30677,1226,157046,2968,21090,1003,208813,3518,8299,548,104662,2837,32965,1330,145926,3457,24224,1786,94242,3690,11889,822,130355,5129,20316,1725,62985,2844,4990,556,88291,4015,3908,580,31257,1676,6899,606,42064,2111,4.5,0.1
15,0400000US18,Indiana,18,1039139,2553,3693921,3549,953132,1488,114031,2198,34790,1841,42877,1726,9179,1053,54.45,16.44,24.03,5.08,5686192,5054,73460,2075,199187,2350,15935,610,288582,3610,60299,2025,106255,2162,7997,541,174551,3297,13161,1042,92932,1895,7938,481,114031,2198,23791,1426,84141,2433,18870,996,126802,3719,16828,1275,63173,1865,12011,775,92012,2816,6963,688,20968,1218,6859,731,34790,1841,14225,794,68053,1851,6394,507,88672,2396,10003,840,33466,1662,2326,345,45795,2065,4222,651,34587,1493,4068,455,42877,1726,5379,773,21768,1659,1732,301,28879,2088,4671,729,13916,1191,1113,225,19700,1497,708,220,7852,917,619,233,9179,1053,1.7,0.1
16,0400000US19,Iowa,19,480928,1624,1721407,3064,498669,646,48880,1538,14264,1151,25679,1278,8180,991,47.12,13.89,27.73,11.26,2701004,4135,31372,1039,82572,1504,4765,354,118709,2081,25627,1116,41675,1389,2527,326,69829,1879,5745,559,40897,1262,2238,253,48880,1538,9196,810,33256,1773,5943,452,48395,2256,7538,759,22400,1227,4193,380,34131,1634,1658,311,10856,1006,1750,298,14264,1151,6947,518,37875,1175,3111,346,47933,1381,4807,520,16363,1019,1084,221,22254,1198,2140,331,21512,1175,2027,310,25679,1278,4159,624,14045,1099,824,209,19028,1502,3056,556,7343,698,449,100,10848,928,1103,393,6702,804,375,166,8180,991,1.9,0.1
17,0400000US20,Kansas,20,449512,1791,1532508,2579,415742,702,84111,2013,10092,858,25795,1122,5378,853,65.61,8.77,20.87,4.74,2397762,3606,57001,1579,141472,2202,10552,499,209025,3266,47509,1674,72640,1929,4765,449,124914,2750,9492,727,68832,1810,5787,414,84111,2013,5603,542,28610,1475,5738,487,39951,1754,4587,513,21383,1192,3889,373,29859,1420,1016,186,7227,760,1849,302,10092,858,6947,555,40693,1213,4981,317,52621,1493,5207,541,20309,995,1310,246,26826,1154,1740,369,20384,918,3671,357,25795,1122,2280,496,12171,899,764,214,15215,1239,1350,249,8022,723,465,174,9837,850,930,394,4149,589,299,135,5378,853,2.5,0.1
18,0400000US21,Kentucky,21,689540,1856,2571533,3198,676573,1011,49483,1590,17781,1347,17454,1146,9824,1079,52.42,17.43,21.05,9.1,3937646,4451,25812,1064,80754,1499,4827,401,111393,2034,19597,932,39764,1504,2549,262,61910,1856,6215,695,40990,1316,2278,330,49483,1590,10674,1039,41369,1966,6266,495,58309,2725,7895,903,28552,1443,4081,340,40528,2151,2779,496,12817,1072,2185,379,17781,1347,5981,626,27588,1274,3196,280,36765,1592,4063,515,14056,842,1192,244,19311,1071,1918,313,13532,960,2004,282,17454,1146,5572,817,15432,1442,647,209,21651,1935,3481,697,7982,984,364,150,11827,1377,2091,570,7450,753,283,126,9824,1079,1.3,0.1
19,0400000US22,Louisiana,22,747868,1962,2644059,3606,609831,1364,74145,2427,21136,1132,27591,1289,4918,770,59.39,19.34,18.28,2.99,4001758,4659,32228,1517,117549,2050,11655,626,161432,3037,24166,1490,57155,1964,5966,488,87287,2611,8062,851,60394,1856,5689,534,74145,2427,8386,804,64508,2310,47715,1303,120609,2918,7457,772,53087,1879,38929,1210,99473,2596,929,259,11421,962,8786,665,21136,1132,7809,607,40505,1330,6680,478,54994,1576,5844,601,19581,1109,1978,333,27403,1415,1965,347,20924,1160,4702,441,27591,1289,2844,526,11814,1266,826,190,15484,1447,2260,527,7752,931,554,145,10566,1056,584,227,4062,664,272,119,4918,770,1.9,0.1
20,0400000US23,Maine,23,180680,737,771715,1612,236403,883,2519,369,9727,662,4477,444,3470,514,9.15,59.49,16.98,14.39,1188798,2089,2170,312,8285,597,1006,183,11461,730,1631,326,6472,484,839,176,8942,609,539,177,1813,292,167,66,2519,369,3310,468,25741,1277,19819,846,48870,1542,2879,497,21007,1110,15257,673,39143,1340,431,128,4734,525,4562,381,9727,662,1391,250,7432,586,1273,178,10096,696,1123,241,4086,456,410,120,5619,596,268,100,3346,444,863,148,4477,444,2673,511,5803,603,675,146,9151,951,2184,479,3038,350,459,126,5681,685,489,156,2765,424,216,90,3470,514,1,0.1
21,0400000US24,Maryland,24,795466,3205,3033757,5496,769888,1476,200382,3944,67429,2391,85847,2104,28295,1749,45.37,19.34,27.57,7.72,4599111,7848,102683,2016,322566,2529,24901,645,450150,4009,81241,2112,158118,3308,10409,673,249768,3752,21442,1288,164448,3503,14492,632,200382,3944,34827,1869,176649,4089,38856,1302,250332,5602,29467,1629,130863,3348,22573,911,182903,4374,5360,591,45786,1918,16283,1042,67429,2391,27477,878,152953,2353,31408,830,211838,2839,21735,785,92320,2175,11936,677,125991,2536,5742,536,60633,1809,19472,839,85847,2104,17550,1230,97996,3211,10284,800,125830,4286,14704,1182,75931,2623,6900,665,97535,3425,2846,435,22065,1431,3384,416,28295,1749,3.2,0.1
22,0400000US25,Massachusetts,25,784954,3622,3260922,6979,896046,2757,239079,3766,200060,4966,128322,2316,28686,1971,41.12,33.29,20.98,4.6,4941922,9861,111477,2387,427486,2652,42590,746,581553,4105,91122,2427,239621,3796,11731,709,342474,4523,20355,1485,187865,3063,30859,759,239079,3766,71434,2298,402001,6330,103229,2551,576664,8581,60675,2385,268378,4108,47551,1472,376604,5621,10759,762,133623,3976,55678,1725,200060,4966,34154,1235,211133,2491,29791,817,275078,3222,26359,1131,114202,2284,6195,576,146756,2679,7795,685,96931,1961,23596,826,128322,2316,15197,1304,70530,2952,6568,531,92295,3715,12311,1218,47756,2094,3542,362,63609,2701,2886,555,22774,1662,3026,391,28686,1971,5.9,0.1
23,0400000US26,Michigan,26,1452724,3179,5521464,5754,1512109,2065,96044,2548,79987,2219,66961,2571,77381,2574,26.79,25.74,24.07,23.4,8486297,8476,68346,2056,190495,2880,21126,771,279967,4275,56304,2096,114992,2729,12627,713,183923,3625,12042,865,75503,2051,8499,529,96044,2548,38484,1376,175314,3524,50857,1512,264655,4885,31279,1288,123371,2864,30018,1086,184668,4021,7205,621,51943,1816,20839,1040,79987,2219,22606,1122,120522,2394,17097,688,160225,3271,17325,909,68946,1979,6993,497,93264,2318,5281,558,51576,2074,10104,557,66961,2571,41564,1542,132651,3487,19755,1081,193970,4653,33833,1650,75897,2344,6859,517,116589,3456,7731,643,56754,2162,12896,918,77381,2574,1.7,0.1
24,0400000US27,Minnesota,27,804030,2766,2983037,4041,784668,1102,82528,2337,26229,1738,80698,1991,51243,2081,29.76,12.92,27.66,29.66,4571735,6511,55513,1347,137508,2033,7842,465,200863,2977,44474,1321,69675,1822,4186,401,118335,2465,11039,776,67833,1925,3656,334,82528,2337,14933,1072,71517,2381,17109,876,103559,3388,12100,858,54340,1880,10890,627,77330,2442,2833,470,17177,1293,6219,583,26229,1738,34064,1248,128194,1829,12516,519,174774,2478,21999,1120,69087,1838,2990,359,94076,2203,12065,703,59107,1713,9526,495,80698,1991,31327,1647,85383,2520,7977,459,124687,3495,23654,1494,46582,1951,3208,320,73444,2797,7673,1059,38801,1576,4769,393,51243,2081,2.4,0.1
25,0400000US28,Mississippi,28,510950,1223,1739447,2093,441058,756,31017,1541,4123,571,7937,813,2245,512,65.04,9.4,22.22,3.33,2691455,2831,15412,832,49683,1593,2942,397,68037,1997,11280,906,23844,1356,1896,322,37020,1817,4132,567,25839,1278,1046,237,31017,1541,1678,280,10596,1041,3042,455,15316,1262,1330,251,7731,878,2132,388,11193,1053,348,145,2865,484,910,246,4123,571,2383,362,12758,763,1996,364,17137,896,1975,357,6483,647,742,196,9200,869,408,179,6275,648,1254,319,7937,813,1310,366,6492,702,440,96,8242,932,942,298,4801,504,254,83,5997,622,368,179,1691,416,186,83,2245,512,0.8,0.1
26,0400000US29,Missouri,29,943203,2371,3473857,3758,950645,1136,52262,2049,28389,1720,32901,1375,10621,1048,39.05,20.03,30.44,10.48,5367705,5200,34688,1304,101849,2127,9294,633,145831,2836,27547,1277,60575,2011,5447,427,93569,2562,7141,713,41274,1524,3847,518,52262,2049,18004,1226,69416,2462,12501,742,99921,3411,13062,942,50139,1901,8331,592,71532,2504,4942,718,19277,1267,4170,469,28389,1720,9528,791,55431,1406,7455,461,72414,1913,6333,655,30394,1278,2786,327,39513,1639,3195,552,25037,1064,4669,380,32901,1375,6708,868,22754,1510,1797,346,31259,2151,5193,882,14471,1106,974,202,20638,1654,1515,363,8283,894,823,230,10621,1048,1.1,0.1
27,0400000US30,Montana,30,159247,784,602144,1323,178325,531,3365,382,2282,349,1832,310,991,283,39.58,21.71,24.83,13.88,939716,1730,2942,475,10314,805,1506,259,14762,1035,2453,456,7843,694,1101,226,11397,913,489,151,2471,367,405,127,3365,382,1718,362,8410,753,2427,303,12555,987,1403,348,6922,716,1948,242,10273,947,315,103,1488,279,479,141,2282,349,457,130,3745,393,479,132,4681,434,384,117,2277,307,188,81,2849,334,73,41,1468,280,291,107,1832,310,1418,312,5704,485,1086,131,8208,684,1121,195,5115,472,981,119,7217,566,297,191,589,180,105,46,991,283,0.5,0.1
28,0400000US31,Nebraska,31,294148,1296,1006598,2157,273321,577,59587,1551,7016,1003,16433,945,6093,755,62.76,9.36,18.87,9,1574067,2700,35114,1003,90238,1417,5799,396,131151,1861,26490,1174,42284,1077,2790,324,71564,1641,8624,727,47954,1191,3009,281,59587,1551,3459,522,17317,1076,4334,423,25110,1415,2580,392,12427,759,3087,324,18094,978,879,341,4890,752,1247,247,7016,1003,5072,427,21440,793,2122,194,28634,1017,2680,279,9032,667,489,130,12201,776,2392,402,12408,681,1633,184,16433,945,2913,569,10569,929,504,158,13986,1349,1796,418,5829,707,268,111,7893,916,1117,305,4740,529,236,93,6093,755,2.6,0.1
29,0400000US32,Nevada,32,333287,2396,1222290,4272,351925,1531,230532,3501,17905,1243,60427,1672,9128,965,69.78,7.31,19.4,3.51,1907502,5638,136809,2134,408804,3573,37676,810,583289,4689,119405,2265,217861,3343,15491,807,352757,4598,17404,1042,190943,3060,22185,913,230532,3501,5731,535,45931,2020,13821,973,65483,2336,4904,508,33214,1506,9460,776,47578,1658,827,255,12717,1024,4361,491,17905,1243,12977,752,112494,1943,31576,755,157047,2485,10516,741,70108,1673,15996,723,96620,2236,2461,279,42386,1427,15580,722,60427,1672,3361,518,20803,1411,3053,402,27217,1634,2980,511,13153,934,1956,327,18089,1179,381,125,7650,854,1097,251,9128,965,6.2,0.2
30,0400000US33,New Hampshire,33,184898,980,784060,1757,210028,777,9702,752,11251,913,8137,800,2651,636,30.33,37.32,25.93,6.43,1178986,2383,5410,639,20274,782,2092,223,27776,1195,4572,577,12367,821,1135,209,18074,1090,838,253,7907,648,957,193,9702,752,4143,510,27901,1449,13766,781,45810,1876,3344,463,20900,1164,10315,688,34559,1586,799,262,7001,740,3451,435,11251,913,2581,380,15490,893,1723,254,19794,1195,1987,326,9022,720,648,159,11657,957,594,175,6468,657,1075,208,8137,800,1452,443,5350,578,375,113,7177,847,851,328,3523,456,152,70,4526,616,601,275,1827,449,223,92,2651,636,1.4,0.1
31,0400000US34,New Jersey,34,1023487,5147,3686714,7888,1059701,2673,592567,6211,228268,4354,153043,3420,39021,2250,58.6,22.26,15.84,3.29,5769902,11966,261334,3232,969921,4331,124803,1148,1356058,6815,216275,3329,511891,5886,35325,1150,763491,7543,45059,1792,458030,5353,89478,1347,592567,6211,87650,2565,479679,6093,121789,2402,689118,8596,76896,2310,326938,4824,57016,1518,460850,6646,10754,912,152741,3263,64773,2140,228268,4354,54634,1556,291649,4120,56035,1127,402318,5229,46028,1477,183175,3219,20072,1033,249275,3924,8606,714,108474,2918,35963,1056,153043,3420,24613,1974,103617,3485,14535,1011,142765,5045,21194,1769,74870,2869,7680,674,103744,4035,3419,690,28747,1729,6855,710,39021,2250,7,0.1
32,0400000US35,New Mexico,35,257684,3092,802634,5022,221094,1416,146440,3761,4442,553,7186,768,17458,1161,82.86,2.92,3.7,10.52,1281412,7132,89020,2868,350825,4381,96073,1320,535918,6337,74819,2522,245110,4049,69549,1448,389478,5359,14201,1330,105715,2832,26524,954,146440,3761,2436,396,15006,1047,5137,518,22579,1381,2165,361,11885,917,4087,509,18137,1209,271,133,3121,426,1050,224,4442,553,2276,394,13947,833,3090,340,19313,1069,1947,356,8700,696,1480,274,12127,869,329,134,5247,599,1610,319,7186,768,14391,817,74343,1763,16121,384,104855,2131,12869,762,64446,1749,10082,429,87397,2051,1522,344,9897,904,6039,335,17458,1161,5.3,0.2
